   1    1        0.000000000       0.148647724       0.002400142
   1    2        0.008594984       0.128782007       0.060264814
   1    3        0.000003748       0.070054574       0.027928698
   1    4        0.000019144       0.845225599       0.423175268
   1    5        0.000716023       0.465772017       0.158661797
   1    6        0.000000002       0.786834480       0.201288272
   1    7        0.000000949       0.592019610       0.304693540
   1    8        0.000000000       0.535485473       0.029100598
   1    9        0.000000000       0.602219384       0.247123103
   1   10        0.000000000       0.250634337       0.001080192
   1   11        0.000000000       0.499320878       0.058561156
   1   12        0.051200034       0.343783235       0.236433651
   1   13        0.090216439       0.774748060       0.550939393
   1   14        0.040131546       0.484091329       0.287553245
   1   15        0.112226096       1.280034155       0.764381225
   1   16        0.007406170       1.861185851       1.129315160
   1   17        0.000995999       1.006062466       0.225272388
   1   18        0.000018697       1.830254394       0.894404418
   1   19        0.000912696       1.097619689       0.395996610
   1   20        0.000000285       1.084886251       0.566086076
   1   21        0.000000000       0.779138903       0.023991549
   1   22        0.000000000       0.596312567       0.046047332
   1   23        1.393480484       8.002107362       5.810609761
   1   24        0.169049730       0.723014521       0.546218850
   1   25        0.068497222       0.397306930       0.275686560
   1   26        0.375579986       1.821748523       1.271080648
   1   27        0.158941418       0.880981705       0.632185737
   1   28        0.518003237       2.674475308       1.931490163
   1   29        0.203271223       1.411299003       0.931887000
   1   30        0.430215547       3.074872047       2.257284427
   1   31        0.179502520       1.831117309       1.135763794
   1   32        0.319925214       3.263811526       2.010784003
   1   33        0.075708430       1.997288130       1.164314761
   1   34        0.332368774       2.799887019       1.598082447
   1   35        0.005803560       1.741380908       0.877006627
   1   36        0.158232564       2.582528652       1.438884881
   1   37        0.000311043       1.408050149       0.475621423
   1   38        0.000000000       1.637560709       0.306835055
   1   39        0.000156898       0.067875247       0.023634651
   1   40        0.001349645       0.320051552       0.111502113
   1   41        0.003425397       0.350220891       0.153803353
   1   42        0.006663460       0.752069392       0.304413199
   1   43        0.023792277       0.938135219       0.471991498
   1   44        0.001069312       0.161615949       0.074933816
   1   45        0.016814778       0.545451884       0.281334093
   1   46        0.000724870       0.116703755       0.038385331
   1   47        0.007055608       0.176489106       0.094209201
   2    1        0.000000000       0.154188535       0.004800283
   2    2        0.000768589       0.107734952       0.055857396
   2    3        0.000126142       0.104325094       0.059903195
   2    4        0.019442232       0.779412120       0.317323593
   2    5        0.000000000       0.295564334       0.030738075
   2    6        0.012331039       1.090095441       0.609387081
   2    7        0.000000000       0.229976222       0.003525596
   2    8        0.000633387       1.047467531       0.494246206
   2    9        0.000000000       0.152778944       0.000223228
   2   10        0.000000263       0.605450872       0.117122312
   2   11        0.000000000       0.067619115       0.000006927
   2   12        0.070616856       0.323754165       0.228441417
   2   13        0.014015218       0.175700294       0.104414763
   2   14        0.031265264       0.438700290       0.208480123
   2   15        0.111470223       1.302623975       0.897166766
   2   16        0.017176300       1.370597856       0.450544776
   2   17        0.000000524       0.995812403       0.325032180
   2   18        0.026022531       1.941900827       1.132172153
   2   19        0.000246297       1.478738721       0.620710562
   2   20        0.000000023       0.670451320       0.092094663
   2   21        1.880138367       8.245325810       6.183014150
   2   22        0.173148060       0.760613969       0.551373121
   2   23        0.076039997       0.361764952       0.270113165
   2   24        0.370954497       1.731773168       1.264371474
   2   25        0.145227441       0.931082965       0.672985861
   2   26        0.602600514       2.452141522       1.863774001
   2   27        0.161282142       1.650127741       0.991211503
   2   28        0.604565457       3.415243130       2.271527589
   2   29        0.120086754       1.599990584       0.904248578
   2   30        0.335986436       3.415843395       2.328629521
   2   31        0.127298456       1.761018037       0.895060933
   2   32        0.071339680       3.303343626       1.754013254
   2   33        0.089921306       2.041773987       1.277013905
   2   34        0.009394278       2.266140940       0.951242847
   2   35        0.001450871       2.312872754       1.203449043
   2   36        0.000000000       0.780795517       0.063002795
   2   37        0.000080641       0.058855821       0.018627314
   2   38        0.013348957       0.422726892       0.206325157
   2   39        0.026857066       0.868575666       0.419469695
   2   40        0.015951710       0.779664184       0.389011409
   2   41        0.002266100       0.121580062       0.050556215
   2   42        0.006834961       0.160615223       0.087083171
   2   43        0.010970475       0.435608373       0.221261832
      -30.0424890317      -30.0075968254
